design, 1
all, 16
coach, 4
gs, 12
forget, 1
referee, 1
sales, 1
control, 2
hats, 1
roc, 1
hot, 1
results, 1
foul, 4
kicks, 1
sleep, 2
hanging, 1
go, 22
follow, 1
expressions, 1
14th, 4
carolinas, 2
hearing, 1
autographed, 1
ver, 1
chinese, 1
animal, 1
tv, 5
tweet, 2
father, 1
disgusting, 1
send, 3
former, 1
riots, 1
finally, 2
critical, 1
97, 1
rhythm, 1
late, 2
bomb, 2
smile, 1
sorry, 4
midwest, 1
worth, 1
town, 1
excalibur, 1
torture, 1
cavaliers, 14
far, 3
continues, 1
sponsors, 1
fat, 1
focus, 2
fellas, 1
vegas, 3
worst, 1
telling, 1
word, 1
little, 2
fan, 9
minute, 1
chapel, 1
hooking, 1
bring, 1
did, 9
adorable, 1
michael, 2
brother, 1
leave, 4
session, 1
burke, 1
team, 29
bench, 1
guy, 1
ride, 2
triumph, 1
slow, 1
brave, 1
force, 2
regret, 1
tired, 4
fathead, 1
sigh, 1
doubt, 1
190, 1
mural, 1
waking, 1
chef, 6
battle, 1
second, 2
fabulous, 1
video, 6
shirts, 1
corner, 1
wins, 4
n, 1
odd, 1
quicken, 1
even, 5
defence, 1
christ, 1
clock, 1
liar, 1
scorching, 1
cooking, 2
while, 5
find, 1
current, 1
lights, 1
waiting, 1
goes, 5
folks, 1
new, 4
order, 1
ever, 8
lbjs, 1
unbearable, 1
jems, 1
hero, 1
chose, 1
bandwagon, 2
guardian, 1
v, 4
telecast, 1
here, 14
hours, 5
pause, 1
let, 3
snapping, 1
same, 1
alone, 1
path, 1
100, 1
loser, 1
celebration, 2
arena, 4
hell, 1
great, 19
bible, 3
talent, 1
33, 1
32, 1
inspired, 1
30, 3
36, 1
article, 1
leaving, 1
closeout, 1
secs, 1
crybaby, 1
mentor, 1
defeat, 36
popcorn, 1
chanting, 1
cad, 1
honor, 1
doris, 1
struggle, 1
golden, 45
love, 8
apple, 2
family, 1
sire, 1
win, 32
belongs, 1
sign, 2
breaks, 1
brought, 1
sincerely, 1
follower, 1
seriously, 3
fake, 1
fool, 1
gateway, 1
market, 1
use, 1
takes, 4
usa, 4
lose, 3
chi, 2
angry, 2
mexico, 3
dude, 3
two, 3
next, 17
few, 2
live, 6
wayne, 1
call, 5
partita, 1
6, 24
msg, 1
indiana, 1
means, 1
care, 1
tell, 6
today, 3
more, 6
main, 1
th, 1
relax, 1
club, 3
shirt, 1
stone, 1
award, 4
site, 1
phone, 1
needed, 1
championships, 1
beers, 1
dentistry, 1
baby, 5
throw, 2
hold, 4
effort, 1
94, 1
glad, 4
must, 2
me, 14
graphic, 1
ma, 1
niggas, 1
presentation, 1
mo, 2
oh, 3
sucks, 1
soul, 1
can, 10
cam, 1
mr, 1
under, 1
drops, 2
chapter, 1
history, 2
beautiful, 2
beijing, 1
crazy, 2
plaza, 1
tab, 1
stated, 1
climax, 1
fuck, 1
states, 1
heard, 5
story, 1
tag, 1
salty, 1
numbers, 3
want, 3
madonna, 2
difference, 2
keep, 3
yet, 1
ceremony, 1
huge, 1
needs, 2
court, 1
awkward, 1
breaking, 1
bennie, 3
stayed, 2
1, 3
very, 3
amazing, 5
winners, 5
actual, 1
hop, 1
rookie, 1
answer, 1
titre, 1
struggled, 1
comedy, 1
charging, 2
hoy, 2
fare, 1
unbelievable, 1
ft, 2
threat, 2
beauty, 1
wooing, 1
may, 1
stop, 4
after, 8
karma, 1
ball, 2
wrong, 1
mad, 1
mag, 1
coming, 1
such, 1
suck, 1
sipping, 1
guys, 7
las, 2
a, 103
realized, 1
remember, 2
sept, 1
futures, 1
life, 1
lost, 8
throws, 2
q, 5
mark, 1
si, 3
so, 29
ultimate, 1
classy, 1
basket, 2
every, 3
sa, 3
core, 1
playing, 3
se, 6
exclusive, 4
ha, 3
serving, 1
fetus, 1
help, 1
deck, 1
over, 12
haircut, 1
ramadan, 2
years, 7
overcomes, 1
wiener, 2
through, 1
looks, 2
captions, 1
cold, 2
still, 8
blooded, 1
its, 25
refs, 1
before, 2
24, 2
style, 1
le, 4
20, 2
thank, 1
possessions, 1
acknowledge, 1
appropriate, 1
soaking, 1
appetizers, 1
sunday, 2
winning, 9
better, 6
asking, 1
fade, 1
stephen, 5
speech, 1
bout, 1
cool, 1
might, 1
setting, 1
outside, 1
dad, 3
then, 5
non, 5
good, 14
somebody, 1
greater, 1
thrones, 1
food, 1
workout, 1
safe, 1
daw, 2
try, 3
das, 1
akron, 1
rotation, 1
now, 19
day, 2
bricks, 1
strive, 1
wont, 2
easily, 1
speaks, 1
name, 2
lies, 1
edit, 1
james, 20
browns, 1
drop, 1
ruined, 1
l, 1
drake, 3
sin, 1
shenanigans, 2
nighthawks, 1
cute, 2
victory, 3
truth, 4
each, 1
promise, 2
went, 1
pizza, 2
spend, 1
mean, 2
em, 2
el, 5
en, 7
boges, 1
doing, 2
series, 14
fish, 1
hard, 3
yeah, 3
celebrating, 1
taught, 1
reached, 1
girl, 2
bay, 3
sounds, 3
es, 7
out, 16
living, 1
shame, 1
trending, 10
jackson, 2
missed, 3
entertainment, 1
god, 4
tried, 3
re, 5
misses, 1
dominated, 1
hill, 1
7, 4
hilarious, 2
got, 15
get, 21
strategist, 1
salute, 4
shows, 1
ass, 1
bye, 2
shut, 1
earns, 1
druze, 1
workflow, 1
disagree, 1
dealt, 1
guess, 4
free, 3
bulls, 1
hype, 1
reason, 2
california, 2
york, 1
mi, 2
x, 4
put, 2
sitting, 2
kings, 1
shot, 1
asl, 1
mvp, 74
august, 1
ate, 1
ms, 1
language, 1
starts, 1
hes, 4
terrible, 2
times, 2
thing, 3
levels, 1
place, 1
w, 79
timed, 1
pot, 1
loud, 1
think, 4
teammates, 1
first, 5
exotic, 1
major, 1
already, 1
champs, 13
congratulate, 1
feel, 4
pa, 1
number, 1
rounded, 1
one, 19
channels, 1
fantasy, 1
done, 7
bitch, 1
another, 6
petty, 1
carry, 1
kobe, 7
ring, 4
wager, 1
miss, 1
between, 2
stage, 1
city, 1
given, 1
basketball, 16
afterthought, 1
lego, 1
unknown, 2
top, 4
hawks, 1
girls, 1
whos, 6
thoughts, 1
2, 11
too, 6
biased, 1
ordered, 1
man, 7
final, 6
speaking, 1
listen, 4
ironic, 1
lot, 3
para, 5
behind, 1
season, 12
gym, 1
nobody, 3
took, 1
satisfaction, 1
snatch, 1
ridiculous, 1
jordan, 3
wardrobe, 1
kept, 3
copy, 1
photograph, 1
11, 1
king, 14
13, 1
b, 1
14, 1
isolation, 1
pointers, 2
bed, 3
matter, 3
rack, 1
future, 1
ecuador, 1
loves, 1
were, 5
charted, 1
feeling, 4
bet, 1
traveling, 3
recapping, 1
charlotte, 2
hairline, 1
ang, 1
broadway, 3
ran, 1
pistons, 1
sevilla, 1
turned, 1
street, 4
sad, 3
tonight, 23
talking, 3
say, 7
mates, 1
graffiti, 1
leaning, 1
have, 25
need, 8
allen, 1
seem, 1
lbj, 12
any, 4
gives, 1
ratings, 3
microphone, 1
nights, 3
memes, 1
warriors, 258
self, 1
cave, 1
ideas, 1
also, 2
luxury, 1
batman, 1
finding, 1
ego, 1
drinks, 1
rides, 1
channel, 1
play, 9
sure, 3
exec, 1
believe, 1
who, 20
dubs, 9
victoria, 1
most, 3
abc, 3
comparing, 1
device, 2
accepting, 1
drought, 4
cap, 1
manhood, 1
why, 6
known, 1
sexy, 1
forever, 1
give, 1
especially, 1
mobile, 1
year, 12
supporting, 1
proud, 4
alumni, 1
yesssss, 1
defeating, 1
face, 2
pipe, 1
points, 1
talk, 1
clean, 2
professional, 1
entertaining, 1
charged, 1
review, 2
came, 5
ho, 1
stones, 1
saying, 2
whimper, 1
playoffs, 1
gold, 1
show, 3
chances, 3
louisville, 1
brilliance, 1
stunner, 1
area, 1
deep, 1
planning, 1
corp, 1
earth, 1
chicken, 2
enjoyed, 1
highest, 1
based, 1
dice, 3
title, 5
front, 2
winner, 5
state, 43
failed, 1
only, 7
going, 12
pretty, 4
money, 1
thompson, 3
8, 1
wasted, 1
handoffs, 1
carolina, 3
hip, 1
do, 6
dm, 1
triple, 2
watching, 14
beat, 1
de, 18
watch, 5
asssss, 2
da, 4
community, 1
ones, 1
rest, 1
dribble, 1
reporters, 1
report, 1
nasty, 1
celebrate, 1
assigned, 1
champagne, 3
greens, 1
cries, 1
nicely, 1
cry, 2
niece, 1
teams, 3
greene, 1
bad, 2
losers, 3
shots, 6
double, 2
qi, 2
ohio, 2
bars, 1
set, 2
art, 1
championss, 1
solo, 2
vine, 3
notice, 1
light, 1
seat, 1
see, 16
legacy, 2
college, 1
are, 29
greece, 1
fail, 1
close, 2
sport, 6
arm, 1
best, 25
wonder, 1
fails, 1
said, 4
threats, 1
record, 2
ways, 1
movie, 1
wow, 2
boy, 3
please, 2
birds, 1
spinach, 1
3, 9
won, 10
tainted, 1
arrogant, 1
hopefully, 1
cola, 1
side, 1
shiite, 1
warrior, 2
ends, 2
never, 2
nike, 1
moment, 5
opening, 1
powell, 1
weak, 1
flow, 1
jr, 5
killing, 1
job, 3
key, 2
pull, 1
news, 3
come, 3
regular, 3
21, 3
league, 1
c, 1
soapbox, 1
last, 20
22, 1
many, 9
taking, 1
adios, 1
flashlight, 1
minds, 1
called, 1
players, 5
les, 1
games, 6
comet, 3
passing, 1
whole, 1
jersey, 1
con, 3
wade, 3
hampton, 1
point, 1
color, 13
sky, 1
ca, 1
stuck, 1
ac, 1
whatever, 1
2nd, 1
60, 1
active, 1
periscope, 3
simply, 1
likes, 2
sing, 1
respect, 6
oakland, 13
smith, 2
ps, 1
devil, 1
yay, 2
raise, 1
pt, 1
pu, 1
tremendous, 1
west, 1
classic, 1
three, 1
been, 5
strategy, 1
bolivar, 1
confident, 1
beer, 2
much, 6
damn, 3
ph, 1
wait, 3
riley, 4
box, 1
mike, 2
describe, 1
champion, 14
both, 2
fire, 4
39, 1
crack, 1
cos, 2
al, 2
anthony, 1
tweets, 1
finished, 1
lets, 13
wake, 1
slowing, 1
child, 1
catch, 1
smoking, 1
atlanta, 1
haters, 1
champions, 33
currys, 1
case, 1
cul, 1
look, 6
dead, 2
sauce, 1
straight, 1
harder, 1
remaining, 1
will, 17
citizens, 1
near, 1
ugliest, 1
smart, 1
coca, 1
joke, 1
fun, 2
gave, 1
leaves, 1
theres, 8
va, 1
medulla, 1
congratulation, 2
hoping, 2
played, 4
almost, 2
is, 84
it, 64
sleeping, 1
player, 14
cant, 9
vs, 7
il, 7
dual, 2
in, 123
ready, 11
bucks, 1
bow, 1
worry, 2
around, 2
grown, 1
funny, 4
different, 1
mas, 1
harsh, 1
open, 1
rooting, 2
make, 10
morning, 1
galapagos, 1
jerry, 1
start, 1
clearly, 2
reaction, 1
parts, 2
pad, 2
party, 6
nada, 1
commend, 1
week, 1
cebu, 1
arriver, 1
finish, 6
selfish, 1
sacramento, 1
pick, 2
throwback, 1
kill, 1
possible, 1
beast, 1
running, 2
strength, 4
moving, 2
purpose, 1
conquered, 1
ramped, 1
totally, 1
six, 1
loaded, 1
kid, 2
energized, 1
off, 9
rico, 1
blood, 1
i, 52
charger, 2
min, 1
well, 22
full, 1
thought, 2
person, 2
boring, 1
greatest, 5
na, 5
y, 10
away, 1
left, 3
overrated, 1
just, 19
appropriately, 1
being, 2
photo, 16
detroit, 1
half, 6
valuable, 1
quarters, 2
seen, 1
not, 16
cocky, 1
thanks, 4
harrison, 1
world, 14
facts, 2
sensible, 1
yes, 10
praying, 2
injuries, 1
taken, 2
blow, 1
tables, 1
handshake, 1
yr, 2
ads, 1
tablet, 1
thinking, 2
seems, 2
had, 9
knew, 2
discuss, 3
coliseum, 2
add, 1
spread, 1
4, 8
crying, 1
sweet, 1
halftime, 1
has, 11
excited, 2
match, 2
take, 6
real, 7
frown, 1
spectacular, 1
sportsmanship, 1
big, 2
showing, 1
credit, 1
crushed, 2
boo, 1
senior, 1
preview, 1
game, 57
know, 10
mom, 2
using, 1
bit, 1
unique, 2
lady, 2
d, 3
loss, 2
trash, 1
like, 25
finnish, 1
miami, 3
gus, 1
piece, 1
fading, 1
50, 1
miracle, 1
loses, 1
t, 1
always, 7
mine, 1
tower, 1
nice, 1
release, 1
awesome, 6
poor, 1
nigga, 4
old, 1
motor, 1
crowd, 2
people, 2
tells, 1
mattresses, 1
1st, 2
some, 8
back, 6
10, 1
calling, 1
hair, 1
trends, 2
repeat, 1
110, 1
cleveland, 51
home, 6
thinks, 4
happens, 2
viral, 3
cooper, 1
lead, 2
fourth, 1
decision, 1
though, 4
novelty, 2
favors, 1
rio, 1
quickly, 2
does, 2
sneakers, 1
happened, 1
epic, 2
commentator, 14
leader, 1
shooters, 1
props, 1
be, 38
says, 3
welcome, 1
run, 2
power, 2
bc, 1
night, 12
poise, 1
illustration, 1
weirdest, 2
step, 6
assists, 1
secondo, 1
nowhere, 1
losing, 3
post, 2
exciting, 2
loans, 1
by, 22
nga, 1
projector, 1
trophy, 6
on, 125
about, 11
quarter, 5
ok, 2
working, 1
deserved, 14
rematch, 1
fouls, 1
prove, 1
favorite, 1
choke, 1
o, 7
surge, 1
deserves, 2
dinner, 2
empty, 1
stoked, 1
luck, 1
curry, 65
or, 7
tonights, 1
lease, 1
turtle, 1
own, 2
quarto, 2
hometown, 1
image, 1
smelling, 1
predictions, 1
blessed, 1
son, 2
down, 8
nothing, 1
ambrosia, 1
right, 11
champ, 2
yahoo, 1
returning, 1
wrap, 1
actually, 1
sports, 9
soon, 1
clutch, 1
parade, 1
impressed, 1
waikiki, 1
fast, 1
van, 1
cali, 2
friends, 1
support, 2
there, 13
long, 1
fucking, 1
camera, 1
racist, 2
low, 2
way, 10
cheated, 1
bored, 1
was, 18
launching, 1
happy, 3
became, 1
head, 2
frenzied, 1
enough, 2
crown, 1
brand, 2
fireworks, 2
ka, 1
but, 34
idea, 1
wireless, 2
boys, 1
heat, 1
strictly, 1
hear, 2
tho, 4
solar, 2
line, 2
trying, 1
true, 4
he, 24
proverbs, 1
congratulations, 31
made, 5
calls, 2
happen, 1
la, 10
official, 2
up, 20
us, 7
prep, 1
planet, 1
whiskey, 1
slander, 1
un, 3
dirty, 1
uk, 3
behalf, 1
highlight, 1
loving, 1
ur, 1
display, 1
chip, 1
gone, 1
trio, 1
shooter, 3
believers, 1
fans, 11
m, 1
universal, 2
pic, 3
am, 6
shined, 1
watches, 1
an, 7
as, 12
proves, 1
men, 1
at, 19
watched, 1
sneak, 1
work, 2
check, 2
shit, 4
knows, 1
again, 7
maybe, 3
dying, 3
no, 23
idiot, 1
deserve, 4
commercials, 2
boos, 1
tip, 1
40, 9
started, 1
nap, 1
other, 2
5, 8
holding, 1
tie, 1
behold, 1
really, 5
smell, 1
gran, 1
tic, 1
scored, 1
picture, 1
championship, 17
star, 1
brothers, 1
getting, 1
questions, 1
finale, 2
papa, 1
clinching, 1
includes, 1
alright, 1
chance, 1
dominates, 1
kinda, 3
brotherhood, 2
rolling, 1
stoke, 1
song, 2
hurt, 1
weekend, 1
finals, 40
shown, 1
building, 2
e, 2
happening, 2
amp, 16
photos, 1
space, 1
together, 1
loyal, 1
u, 4
fact, 3
time, 20
oracle, 4
understand, 1
12, 1
houdinis, 1
